regionCode,regionName,UtlaCode,UtlaName,LtlaCode,LtlaName,areaCode,areaName,areaType,date,newCasesBySpecimenDateRollingRate,newCasesBySpecimenDateRollingSum
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001273,Sale Central,msoa,2022-06-25,193.4,20
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001274,Ashton upon Mersey South,msoa,2022-06-25,271,22
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001275,Partington,msoa,2022-06-25,164.4,14
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001276,Sale Moor,msoa,2022-06-25,60.4,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001277,Broadheath & Firsway,msoa,2022-06-25,144.5,14
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001278,West Timperley,msoa,2022-06-25,194.2,17
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001279,Timperley North,msoa,2022-06-25,306.1,26
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001280,Timperley East,msoa,2022-06-25,130.3,11
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001281,Timperley South,msoa,2022-06-25,208.5,16
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001282,Altrincham East,msoa,2022-06-25,155.9,16
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001283,"Altrincham West, Dunham & Warburton",msoa,2022-06-25,224.7,22
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001284,Hale,msoa,2022-06-25,236.6,20
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001285,Bowdon,msoa,2022-06-25,237.2,19
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001286,Hale Barns,msoa,2022-06-25,192.1,16
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001259,Old Trafford,msoa,2022-06-18,113.1,13
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001260,Trafford Park West & Kingsway Park,msoa,2022-06-18,195.7,15
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001261,Gorse Hill,msoa,2022-06-18,58.1,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001262,Firswood,msoa,2022-06-18,160.6,14
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001263,Davyhulme,msoa,2022-06-18,143.6,12
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001264,Trafford Park East & Sevenways,msoa,2022-06-18,117.5,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001265,Flixton & Moorside,msoa,2022-06-18,99,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001266,Lostock & Stretford Meadows,msoa,2022-06-18,158.9,11
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001267,Urmston East,msoa,2022-06-18,285.8,21
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001268,Urmston West,msoa,2022-06-18,130.5,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001269,Stretford East,msoa,2022-06-18,214,18
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001270,Sale North,msoa,2022-06-18,174.6,15
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001271,Ashton upon Mersey North,msoa,2022-06-18,76.8,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001272,Sale East,msoa,2022-06-18,84.2,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001273,Sale Central,msoa,2022-06-18,154.7,16
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001274,Ashton upon Mersey South,msoa,2022-06-18,221.7,18
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001275,Partington,msoa,2022-06-18,105.7,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001276,Sale Moor,msoa,2022-06-18,60.4,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001277,Broadheath & Firsway,msoa,2022-06-18,72.3,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001278,West Timperley,msoa,2022-06-18,194.2,17
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001279,Timperley North,msoa,2022-06-18,211.9,18
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001280,Timperley East,msoa,2022-06-18,118.4,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001281,Timperley South,msoa,2022-06-18,143.3,11
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001282,Altrincham East,msoa,2022-06-18,58.4,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001283,"Altrincham West, Dunham & Warburton",msoa,2022-06-18,102.1,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001284,Hale,msoa,2022-06-18,165.6,14
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001285,Bowdon,msoa,2022-06-18,124.8,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001286,Hale Barns,msoa,2022-06-18,252.1,21
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001259,Old Trafford,msoa,2022-06-11,69.6,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001260,Trafford Park West & Kingsway Park,msoa,2022-06-11,130.5,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001261,Gorse Hill,msoa,2022-06-11,116.2,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001262,Firswood,msoa,2022-06-11,91.8,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001263,Davyhulme,msoa,2022-06-11,191.5,16
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001264,Trafford Park East & Sevenways,msoa,2022-06-11,58.7,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001265,Flixton & Moorside,msoa,2022-06-11,74.3,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001266,Lostock & Stretford Meadows,msoa,2022-06-11,72.2,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001267,Urmston East,msoa,2022-06-11,40.8,3
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001268,Urmston West,msoa,2022-06-11,72.5,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001269,Stretford East,msoa,2022-06-11,130.8,11
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001270,Sale North,msoa,2022-06-11,139.7,12
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001272,Sale East,msoa,2022-06-11,108.3,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001273,Sale Central,msoa,2022-06-11,67.7,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001274,Ashton upon Mersey South,msoa,2022-06-11,98.5,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001275,Partington,msoa,2022-06-11,70.5,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001276,Sale Moor,msoa,2022-06-11,84.6,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001277,Broadheath & Firsway,msoa,2022-06-11,72.3,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001278,West Timperley,msoa,2022-06-11,114.3,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001279,Timperley North,msoa,2022-06-11,153,13
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001280,Timperley East,msoa,2022-06-11,71,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001281,Timperley South,msoa,2022-06-11,91.2,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001282,Altrincham East,msoa,2022-06-11,39,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001283,"Altrincham West, Dunham & Warburton",msoa,2022-06-11,132.8,13
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001284,Hale,msoa,2022-06-11,59.1,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001285,Bowdon,msoa,2022-06-11,49.9,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001286,Hale Barns,msoa,2022-06-11,108,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001259,Old Trafford,msoa,2022-06-04,69.6,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001260,Trafford Park West & Kingsway Park,msoa,2022-06-04,39.1,3
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001262,Firswood,msoa,2022-06-04,68.8,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001263,Davyhulme,msoa,2022-06-04,95.8,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001264,Trafford Park East & Sevenways,msoa,2022-06-04,35.2,3
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001265,Flixton & Moorside,msoa,2022-06-04,123.8,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001266,Lostock & Stretford Meadows,msoa,2022-06-04,43.3,3
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001269,Stretford East,msoa,2022-06-04,130.8,11
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001270,Sale North,msoa,2022-06-04,46.6,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001271,Ashton upon Mersey North,msoa,2022-06-04,61.5,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001272,Sale East,msoa,2022-06-04,48.1,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001273,Sale Central,msoa,2022-06-04,77.3,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001274,Ashton upon Mersey South,msoa,2022-06-04,160.1,13
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001276,Sale Moor,msoa,2022-06-04,96.6,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001277,Broadheath & Firsway,msoa,2022-06-04,41.3,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001278,West Timperley,msoa,2022-06-04,68.6,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001279,Timperley North,msoa,2022-06-04,153,13
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001280,Timperley East,msoa,2022-06-04,94.7,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001281,Timperley South,msoa,2022-06-04,78.2,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001282,Altrincham East,msoa,2022-06-04,48.7,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001283,"Altrincham West, Dunham & Warburton",msoa,2022-06-04,30.6,3
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001284,Hale,msoa,2022-06-04,35.5,3
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001285,Bowdon,msoa,2022-06-04,62.4,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001286,Hale Barns,msoa,2022-06-04,72,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001259,Old Trafford,msoa,2022-05-28,87,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001260,Trafford Park West & Kingsway Park,msoa,2022-05-28,39.1,3
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001261,Gorse Hill,msoa,2022-05-28,81.3,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001262,Firswood,msoa,2022-05-28,68.8,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001263,Davyhulme,msoa,2022-05-28,59.9,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001265,Flixton & Moorside,msoa,2022-05-28,49.5,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001267,Urmston East,msoa,2022-05-28,81.7,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001268,Urmston West,msoa,2022-05-28,43.5,3
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001269,Stretford East,msoa,2022-05-28,107,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001270,Sale North,msoa,2022-05-28,81.5,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001271,Ashton upon Mersey North,msoa,2022-05-28,61.5,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001272,Sale East,msoa,2022-05-28,36.1,3
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001273,Sale Central,msoa,2022-05-28,58,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001274,Ashton upon Mersey South,msoa,2022-05-28,37,3
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001275,Partington,msoa,2022-05-28,105.7,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001276,Sale Moor,msoa,2022-05-28,48.3,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001277,Broadheath & Firsway,msoa,2022-05-28,103.2,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001278,West Timperley,msoa,2022-05-28,102.8,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001279,Timperley North,msoa,2022-05-28,58.9,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001280,Timperley East,msoa,2022-05-28,59.2,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001281,Timperley South,msoa,2022-05-28,65.1,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001282,Altrincham East,msoa,2022-05-28,39,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001283,"Altrincham West, Dunham & Warburton",msoa,2022-05-28,40.8,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001284,Hale,msoa,2022-05-28,35.5,3
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001286,Hale Barns,msoa,2022-05-28,108,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001259,Old Trafford,msoa,2022-05-21,78.3,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001260,Trafford Park West & Kingsway Park,msoa,2022-05-21,117.4,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001261,Gorse Hill,msoa,2022-05-21,46.5,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001262,Firswood,msoa,2022-05-21,114.7,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001263,Davyhulme,msoa,2022-05-21,59.9,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001264,Trafford Park East & Sevenways,msoa,2022-05-21,35.2,3
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001265,Flixton & Moorside,msoa,2022-05-21,86.7,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001266,Lostock & Stretford Meadows,msoa,2022-05-21,101.1,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001267,Urmston East,msoa,2022-05-21,108.9,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001268,Urmston West,msoa,2022-05-21,58,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001269,Stretford East,msoa,2022-05-21,71.3,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001270,Sale North,msoa,2022-05-21,69.8,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001271,Ashton upon Mersey North,msoa,2022-05-21,122.9,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001272,Sale East,msoa,2022-05-21,84.2,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001273,Sale Central,msoa,2022-05-21,38.7,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001274,Ashton upon Mersey South,msoa,2022-05-21,98.5,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001275,Partington,msoa,2022-05-21,35.2,3
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001276,Sale Moor,msoa,2022-05-21,84.6,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001277,Broadheath & Firsway,msoa,2022-05-21,61.9,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001278,West Timperley,msoa,2022-05-21,91.4,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001279,Timperley North,msoa,2022-05-21,105.9,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001281,Timperley South,msoa,2022-05-21,78.2,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001282,Altrincham East,msoa,2022-05-21,68.2,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001283,"Altrincham West, Dunham & Warburton",msoa,2022-05-21,102.1,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001284,Hale,msoa,2022-05-21,94.6,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001285,Bowdon,msoa,2022-05-21,74.9,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001286,Hale Barns,msoa,2022-05-21,84,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001259,Old Trafford,msoa,2022-05-14,60.9,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001260,Trafford Park West & Kingsway Park,msoa,2022-05-14,39.1,3
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001261,Gorse Hill,msoa,2022-05-14,69.7,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001264,Trafford Park East & Sevenways,msoa,2022-05-14,152.7,13
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001265,Flixton & Moorside,msoa,2022-05-14,136.2,11
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001266,Lostock & Stretford Meadows,msoa,2022-05-14,101.1,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001267,Urmston East,msoa,2022-05-14,122.5,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001268,Urmston West,msoa,2022-05-14,101.5,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001269,Stretford East,msoa,2022-05-14,83.2,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001270,Sale North,msoa,2022-05-14,128,11
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001272,Sale East,msoa,2022-05-14,120.3,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001273,Sale Central,msoa,2022-05-14,222.4,23
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001274,Ashton upon Mersey South,msoa,2022-05-14,86.2,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001275,Partington,msoa,2022-05-14,35.2,3
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001276,Sale Moor,msoa,2022-05-14,72.5,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001277,Broadheath & Firsway,msoa,2022-05-14,82.6,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001278,West Timperley,msoa,2022-05-14,57.1,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001279,Timperley North,msoa,2022-05-14,117.7,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001280,Timperley East,msoa,2022-05-14,35.5,3
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001281,Timperley South,msoa,2022-05-14,117.3,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001282,Altrincham East,msoa,2022-05-14,68.2,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001283,"Altrincham West, Dunham & Warburton",msoa,2022-05-14,81.7,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001284,Hale,msoa,2022-05-14,47.3,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001286,Hale Barns,msoa,2022-05-14,48,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001259,Old Trafford,msoa,2022-05-07,87,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001260,Trafford Park West & Kingsway Park,msoa,2022-05-07,91.3,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001261,Gorse Hill,msoa,2022-05-07,104.6,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001262,Firswood,msoa,2022-05-07,103.3,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001263,Davyhulme,msoa,2022-05-07,119.7,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001264,Trafford Park East & Sevenways,msoa,2022-05-07,129.2,11
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001265,Flixton & Moorside,msoa,2022-05-07,74.3,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001266,Lostock & Stretford Meadows,msoa,2022-05-07,130,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001267,Urmston East,msoa,2022-05-07,136.1,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001268,Urmston West,msoa,2022-05-07,87,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001269,Stretford East,msoa,2022-05-07,130.8,11
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001270,Sale North,msoa,2022-05-07,81.5,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001271,Ashton upon Mersey North,msoa,2022-05-07,92.2,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001272,Sale East,msoa,2022-05-07,108.3,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001273,Sale Central,msoa,2022-05-07,164.4,17
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001274,Ashton upon Mersey South,msoa,2022-05-07,49.3,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001275,Partington,msoa,2022-05-07,70.5,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001276,Sale Moor,msoa,2022-05-07,96.6,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001277,Broadheath & Firsway,msoa,2022-05-07,123.9,12
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001278,West Timperley,msoa,2022-05-07,102.8,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001279,Timperley North,msoa,2022-05-07,58.9,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001280,Timperley East,msoa,2022-05-07,118.4,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001281,Timperley South,msoa,2022-05-07,130.3,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001282,Altrincham East,msoa,2022-05-07,146.1,15
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001283,"Altrincham West, Dunham & Warburton",msoa,2022-05-07,81.7,8
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001284,Hale,msoa,2022-05-07,106.5,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001285,Bowdon,msoa,2022-05-07,137.3,11
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001286,Hale Barns,msoa,2022-05-07,84,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001259,Old Trafford,msoa,2022-04-30,78.3,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001260,Trafford Park West & Kingsway Park,msoa,2022-04-30,78.3,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001261,Gorse Hill,msoa,2022-04-30,81.3,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001262,Firswood,msoa,2022-04-30,68.8,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001263,Davyhulme,msoa,2022-04-30,107.7,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001264,Trafford Park East & Sevenways,msoa,2022-04-30,58.7,5
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001265,Flixton & Moorside,msoa,2022-04-30,86.7,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001266,Lostock & Stretford Meadows,msoa,2022-04-30,101.1,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001267,Urmston East,msoa,2022-04-30,245,18
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001268,Urmston West,msoa,2022-04-30,58,4
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001269,Stretford East,msoa,2022-04-30,107,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001270,Sale North,msoa,2022-04-30,174.6,15
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001271,Ashton upon Mersey North,msoa,2022-04-30,107.6,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001272,Sale East,msoa,2022-04-30,84.2,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001273,Sale Central,msoa,2022-04-30,106.4,11
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001274,Ashton upon Mersey South,msoa,2022-04-30,110.9,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001275,Partington,msoa,2022-04-30,140.9,12
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001276,Sale Moor,msoa,2022-04-30,145,12
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001277,Broadheath & Firsway,msoa,2022-04-30,123.9,12
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001278,West Timperley,msoa,2022-04-30,137.1,12
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001279,Timperley North,msoa,2022-04-30,129.5,11
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001280,Timperley East,msoa,2022-04-30,142.1,12
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001281,Timperley South,msoa,2022-04-30,169.4,13
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001282,Altrincham East,msoa,2022-04-30,175.3,18
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001283,"Altrincham West, Dunham & Warburton",msoa,2022-04-30,71.5,7
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001284,Hale,msoa,2022-04-30,71,6
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001285,Bowdon,msoa,2022-04-30,324.6,26
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001286,Hale Barns,msoa,2022-04-30,144.1,12
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001259,Old Trafford,msoa,2022-04-23,87,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001260,Trafford Park West & Kingsway Park,msoa,2022-04-23,156.6,12
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001261,Gorse Hill,msoa,2022-04-23,116.2,10
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001262,Firswood,msoa,2022-04-23,126.2,11
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001263,Davyhulme,msoa,2022-04-23,167.6,14
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001264,Trafford Park East & Sevenways,msoa,2022-04-23,176.2,15
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001265,Flixton & Moorside,msoa,2022-04-23,161,13
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001266,Lostock & Stretford Meadows,msoa,2022-04-23,130,9
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001267,Urmston East,msoa,2022-04-23,190.5,14
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001268,Urmston West,msoa,2022-04-23,188.5,13
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001269,Stretford East,msoa,2022-04-23,225.9,19
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001270,Sale North,msoa,2022-04-23,279.4,24
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001271,Ashton upon Mersey North,msoa,2022-04-23,276.6,18
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001272,Sale East,msoa,2022-04-23,300.7,25
E12000002,North West,E08000009,Trafford,E08000009,Trafford,E02001273,Sale Central,msoa,2022-04-23,164.4,17
