areaCode,areaName,areaType,date,age,cases,rollingSum,rollingRate
E08000009,Trafford,ltla,2022-10-14,25_29,0,6,47.9
E08000009,Trafford,ltla,2022-10-14,30_34,1,6,41.7
E08000009,Trafford,ltla,2022-10-14,35_39,3,8,46.5
E08000009,Trafford,ltla,2022-10-14,40_44,0,18,104.6
E08000009,Trafford,ltla,2022-10-14,45_49,5,19,111.2
E08000009,Trafford,ltla,2022-10-14,50_54,1,15,88.7
E08000009,Trafford,ltla,2022-10-14,55_59,3,13,80.5
E08000009,Trafford,ltla,2022-10-14,60+,9,46,84.5
E08000009,Trafford,ltla,2022-10-14,60_64,0,7,53.8
E08000009,Trafford,ltla,2022-10-14,65_69,4,10,92.5
E08000009,Trafford,ltla,2022-10-14,70_74,3,11,103.1
E08000009,Trafford,ltla,2022-10-14,75_79,2,5,64.3
E08000009,Trafford,ltla,2022-10-14,80_84,0,6,100
E08000009,Trafford,ltla,2022-10-14,85_89,0,3,79.3
E08000009,Trafford,ltla,2022-10-14,90+,0,4,166.4
E08000009,Trafford,ltla,2022-10-14,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-10-13,00_04,0,1,7.1
E08000009,Trafford,ltla,2022-10-13,00_59,14,101,55.2
E08000009,Trafford,ltla,2022-10-13,05_09,0,1,6
E08000009,Trafford,ltla,2022-10-13,10_14,0,2,11.8
E08000009,Trafford,ltla,2022-10-13,15_19,1,5,36.7
E08000009,Trafford,ltla,2022-10-13,20_24,1,6,57.1
E08000009,Trafford,ltla,2022-10-13,25_29,1,6,47.9
E08000009,Trafford,ltla,2022-10-13,30_34,1,7,48.7
E08000009,Trafford,ltla,2022-10-13,35_39,2,7,40.7
E08000009,Trafford,ltla,2022-10-13,40_44,2,22,127.9
E08000009,Trafford,ltla,2022-10-13,45_49,1,14,81.9
E08000009,Trafford,ltla,2022-10-13,50_54,2,16,94.6
E08000009,Trafford,ltla,2022-10-13,55_59,3,14,86.7
E08000009,Trafford,ltla,2022-10-13,60+,3,43,79
E08000009,Trafford,ltla,2022-10-13,60_64,1,9,69.2
E08000009,Trafford,ltla,2022-10-13,65_69,1,7,64.8
E08000009,Trafford,ltla,2022-10-13,70_74,0,9,84.3
E08000009,Trafford,ltla,2022-10-13,75_79,0,5,64.3
E08000009,Trafford,ltla,2022-10-13,80_84,1,6,100
E08000009,Trafford,ltla,2022-10-13,85_89,0,3,79.3
E08000009,Trafford,ltla,2022-10-13,90+,0,4,166.4
E08000009,Trafford,ltla,2022-10-13,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-10-12,00_04,0,1,7.1
E08000009,Trafford,ltla,2022-10-12,00_59,14,100,54.6
E08000009,Trafford,ltla,2022-10-12,05_09,1,1,6
E08000009,Trafford,ltla,2022-10-12,10_14,0,2,11.8
E08000009,Trafford,ltla,2022-10-12,15_19,0,5,36.7
E08000009,Trafford,ltla,2022-10-12,20_24,2,5,47.6
E08000009,Trafford,ltla,2022-10-12,25_29,0,5,39.9
E08000009,Trafford,ltla,2022-10-12,30_34,0,7,48.7
E08000009,Trafford,ltla,2022-10-12,35_39,0,5,29.1
E08000009,Trafford,ltla,2022-10-12,40_44,4,22,127.9
E08000009,Trafford,ltla,2022-10-12,45_49,3,18,105.4
E08000009,Trafford,ltla,2022-10-12,50_54,2,15,88.7
E08000009,Trafford,ltla,2022-10-12,55_59,2,14,86.7
E08000009,Trafford,ltla,2022-10-12,60+,6,51,93.7
E08000009,Trafford,ltla,2022-10-12,60_64,1,12,92.2
E08000009,Trafford,ltla,2022-10-12,65_69,0,8,74
E08000009,Trafford,ltla,2022-10-12,70_74,1,11,103.1
E08000009,Trafford,ltla,2022-10-12,75_79,1,8,102.9
E08000009,Trafford,ltla,2022-10-12,80_84,2,5,83.3
E08000009,Trafford,ltla,2022-10-12,85_89,1,3,79.3
E08000009,Trafford,ltla,2022-10-12,90+,0,4,166.4
E08000009,Trafford,ltla,2022-10-12,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-10-11,00_04,0,1,7.1
E08000009,Trafford,ltla,2022-10-11,00_59,16,103,56.2
E08000009,Trafford,ltla,2022-10-11,05_09,0,0,0
E08000009,Trafford,ltla,2022-10-11,10_14,0,2,11.8
E08000009,Trafford,ltla,2022-10-11,15_19,2,6,44
E08000009,Trafford,ltla,2022-10-11,20_24,2,4,38
E08000009,Trafford,ltla,2022-10-11,25_29,0,6,47.9
E08000009,Trafford,ltla,2022-10-11,30_34,0,9,62.6
E08000009,Trafford,ltla,2022-10-11,35_39,0,5,29.1
E08000009,Trafford,ltla,2022-10-11,40_44,4,19,110.4
E08000009,Trafford,ltla,2022-10-11,45_49,4,16,93.7
E08000009,Trafford,ltla,2022-10-11,50_54,3,16,94.6
E08000009,Trafford,ltla,2022-10-11,55_59,1,19,117.7
E08000009,Trafford,ltla,2022-10-11,60+,8,57,104.7
E08000009,Trafford,ltla,2022-10-11,60_64,3,16,122.9
E08000009,Trafford,ltla,2022-10-11,65_69,2,9,83.3
E08000009,Trafford,ltla,2022-10-11,70_74,0,12,112.4
E08000009,Trafford,ltla,2022-10-11,75_79,0,9,115.8
E08000009,Trafford,ltla,2022-10-11,80_84,0,5,83.3
E08000009,Trafford,ltla,2022-10-11,85_89,0,2,52.9
E08000009,Trafford,ltla,2022-10-11,90+,3,4,166.4
E08000009,Trafford,ltla,2022-10-11,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-10-10,00_04,1,1,7.1
E08000009,Trafford,ltla,2022-10-10,00_59,17,108,59
E08000009,Trafford,ltla,2022-10-10,05_09,0,0,0
E08000009,Trafford,ltla,2022-10-10,10_14,0,2,11.8
E08000009,Trafford,ltla,2022-10-10,15_19,1,6,44
E08000009,Trafford,ltla,2022-10-10,20_24,0,2,19
E08000009,Trafford,ltla,2022-10-10,25_29,2,7,55.9
E08000009,Trafford,ltla,2022-10-10,30_34,1,12,83.4
E08000009,Trafford,ltla,2022-10-10,35_39,1,8,46.5
E08000009,Trafford,ltla,2022-10-10,40_44,4,18,104.6
E08000009,Trafford,ltla,2022-10-10,45_49,3,14,81.9
E08000009,Trafford,ltla,2022-10-10,50_54,3,17,100.5
E08000009,Trafford,ltla,2022-10-10,55_59,1,21,130
E08000009,Trafford,ltla,2022-10-10,60+,5,56,102.8
E08000009,Trafford,ltla,2022-10-10,60_64,0,14,107.6
E08000009,Trafford,ltla,2022-10-10,65_69,0,7,64.8
E08000009,Trafford,ltla,2022-10-10,70_74,3,12,112.4
E08000009,Trafford,ltla,2022-10-10,75_79,1,10,128.7
E08000009,Trafford,ltla,2022-10-10,80_84,0,5,83.3
E08000009,Trafford,ltla,2022-10-10,85_89,0,4,105.7
E08000009,Trafford,ltla,2022-10-10,90+,1,4,166.4
E08000009,Trafford,ltla,2022-10-10,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-10-09,00_04,0,0,0
E08000009,Trafford,ltla,2022-10-09,00_59,11,111,60.6
E08000009,Trafford,ltla,2022-10-09,05_09,0,0,0
E08000009,Trafford,ltla,2022-10-09,10_14,1,2,11.8
E08000009,Trafford,ltla,2022-10-09,15_19,0,7,51.4
E08000009,Trafford,ltla,2022-10-09,20_24,0,5,47.6
E08000009,Trafford,ltla,2022-10-09,25_29,0,7,55.9
E08000009,Trafford,ltla,2022-10-09,30_34,2,12,83.4
E08000009,Trafford,ltla,2022-10-09,35_39,1,9,52.4
E08000009,Trafford,ltla,2022-10-09,40_44,0,15,87.2
E08000009,Trafford,ltla,2022-10-09,45_49,3,17,99.5
E08000009,Trafford,ltla,2022-10-09,50_54,1,17,100.5
E08000009,Trafford,ltla,2022-10-09,55_59,3,20,123.8
E08000009,Trafford,ltla,2022-10-09,60+,9,61,112
E08000009,Trafford,ltla,2022-10-09,60_64,1,16,122.9
E08000009,Trafford,ltla,2022-10-09,65_69,1,7,64.8
E08000009,Trafford,ltla,2022-10-09,70_74,3,12,112.4
E08000009,Trafford,ltla,2022-10-09,75_79,0,12,154.4
E08000009,Trafford,ltla,2022-10-09,80_84,2,6,100
E08000009,Trafford,ltla,2022-10-09,85_89,2,4,105.7
E08000009,Trafford,ltla,2022-10-09,90+,0,4,166.4
E08000009,Trafford,ltla,2022-10-09,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-10-08,00_04,0,0,0
E08000009,Trafford,ltla,2022-10-08,00_59,15,121,66.1
E08000009,Trafford,ltla,2022-10-08,05_09,0,0,0
E08000009,Trafford,ltla,2022-10-08,10_14,1,2,11.8
E08000009,Trafford,ltla,2022-10-08,15_19,1,9,66
E08000009,Trafford,ltla,2022-10-08,20_24,1,5,47.6
E08000009,Trafford,ltla,2022-10-08,25_29,3,8,63.9
E08000009,Trafford,ltla,2022-10-08,30_34,1,14,97.3
E08000009,Trafford,ltla,2022-10-08,35_39,1,9,52.4
E08000009,Trafford,ltla,2022-10-08,40_44,4,18,104.6
E08000009,Trafford,ltla,2022-10-08,45_49,0,17,99.5
E08000009,Trafford,ltla,2022-10-08,50_54,3,17,100.5
E08000009,Trafford,ltla,2022-10-08,55_59,0,22,136.2
E08000009,Trafford,ltla,2022-10-08,60+,6,63,115.7
E08000009,Trafford,ltla,2022-10-08,60_64,1,19,146
E08000009,Trafford,ltla,2022-10-08,65_69,2,9,83.3
E08000009,Trafford,ltla,2022-10-08,70_74,1,9,84.3
E08000009,Trafford,ltla,2022-10-08,75_79,1,15,193
E08000009,Trafford,ltla,2022-10-08,80_84,1,4,66.7
E08000009,Trafford,ltla,2022-10-08,85_89,0,3,79.3
E08000009,Trafford,ltla,2022-10-08,90+,0,4,166.4
E08000009,Trafford,ltla,2022-10-08,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-10-07,00_04,0,0,0
E08000009,Trafford,ltla,2022-10-07,00_59,14,117,63.9
E08000009,Trafford,ltla,2022-10-07,05_09,0,0,0
E08000009,Trafford,ltla,2022-10-07,10_14,0,1,5.9
E08000009,Trafford,ltla,2022-10-07,15_19,0,9,66
E08000009,Trafford,ltla,2022-10-07,20_24,0,4,38
E08000009,Trafford,ltla,2022-10-07,25_29,0,5,39.9
E08000009,Trafford,ltla,2022-10-07,30_34,2,14,97.3
E08000009,Trafford,ltla,2022-10-07,35_39,2,8,46.5
E08000009,Trafford,ltla,2022-10-07,40_44,4,15,87.2
E08000009,Trafford,ltla,2022-10-07,45_49,0,20,117.1
E08000009,Trafford,ltla,2022-10-07,50_54,2,15,88.7
E08000009,Trafford,ltla,2022-10-07,55_59,4,26,161
E08000009,Trafford,ltla,2022-10-07,60+,6,63,115.7
E08000009,Trafford,ltla,2022-10-07,60_64,2,21,161.4
E08000009,Trafford,ltla,2022-10-07,65_69,1,8,74
E08000009,Trafford,ltla,2022-10-07,70_74,1,10,93.7
E08000009,Trafford,ltla,2022-10-07,75_79,2,14,180.1
E08000009,Trafford,ltla,2022-10-07,80_84,0,3,50
E08000009,Trafford,ltla,2022-10-07,85_89,0,3,79.3
E08000009,Trafford,ltla,2022-10-07,90+,0,4,166.4
E08000009,Trafford,ltla,2022-10-07,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-10-06,00_04,0,0,0
E08000009,Trafford,ltla,2022-10-06,00_59,13,119,65
E08000009,Trafford,ltla,2022-10-06,05_09,0,0,0
E08000009,Trafford,ltla,2022-10-06,10_14,0,1,5.9
E08000009,Trafford,ltla,2022-10-06,15_19,1,11,80.7
E08000009,Trafford,ltla,2022-10-06,20_24,0,5,47.6
E08000009,Trafford,ltla,2022-10-06,25_29,0,6,47.9
E08000009,Trafford,ltla,2022-10-06,30_34,1,13,90.4
E08000009,Trafford,ltla,2022-10-06,35_39,0,7,40.7
E08000009,Trafford,ltla,2022-10-06,40_44,2,11,63.9
E08000009,Trafford,ltla,2022-10-06,45_49,5,23,134.6
E08000009,Trafford,ltla,2022-10-06,50_54,1,15,88.7
E08000009,Trafford,ltla,2022-10-06,55_59,3,27,167.2
E08000009,Trafford,ltla,2022-10-06,60+,11,63,115.7
E08000009,Trafford,ltla,2022-10-06,60_64,4,20,153.7
E08000009,Trafford,ltla,2022-10-06,65_69,2,8,74
E08000009,Trafford,ltla,2022-10-06,70_74,2,9,84.3
E08000009,Trafford,ltla,2022-10-06,75_79,3,15,193
E08000009,Trafford,ltla,2022-10-06,80_84,0,4,66.7
E08000009,Trafford,ltla,2022-10-06,85_89,0,3,79.3
E08000009,Trafford,ltla,2022-10-06,90+,0,4,166.4
E08000009,Trafford,ltla,2022-10-06,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-10-05,00_04,0,0,0
E08000009,Trafford,ltla,2022-10-05,00_59,17,114,62.3
E08000009,Trafford,ltla,2022-10-05,05_09,0,0,0
E08000009,Trafford,ltla,2022-10-05,10_14,0,1,5.9
E08000009,Trafford,ltla,2022-10-05,15_19,1,10,73.4
E08000009,Trafford,ltla,2022-10-05,20_24,1,5,47.6
E08000009,Trafford,ltla,2022-10-05,25_29,1,7,55.9
E08000009,Trafford,ltla,2022-10-05,30_34,2,12,83.4
E08000009,Trafford,ltla,2022-10-05,35_39,0,8,46.5
E08000009,Trafford,ltla,2022-10-05,40_44,1,9,52.3
E08000009,Trafford,ltla,2022-10-05,45_49,1,19,111.2
E08000009,Trafford,ltla,2022-10-05,50_54,3,15,88.7
E08000009,Trafford,ltla,2022-10-05,55_59,7,28,173.4
E08000009,Trafford,ltla,2022-10-05,60+,12,63,115.7
E08000009,Trafford,ltla,2022-10-05,60_64,5,18,138.3
E08000009,Trafford,ltla,2022-10-05,65_69,1,9,83.3
E08000009,Trafford,ltla,2022-10-05,70_74,2,8,75
E08000009,Trafford,ltla,2022-10-05,75_79,2,14,180.1
E08000009,Trafford,ltla,2022-10-05,80_84,2,4,66.7
E08000009,Trafford,ltla,2022-10-05,85_89,0,4,105.7
E08000009,Trafford,ltla,2022-10-05,90+,0,6,249.6
E08000009,Trafford,ltla,2022-10-05,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-10-04,00_04,0,0,0
E08000009,Trafford,ltla,2022-10-04,00_59,21,110,60.1
E08000009,Trafford,ltla,2022-10-04,05_09,0,0,0
E08000009,Trafford,ltla,2022-10-04,10_14,0,2,11.8
E08000009,Trafford,ltla,2022-10-04,15_19,2,10,73.4
E08000009,Trafford,ltla,2022-10-04,20_24,0,5,47.6
E08000009,Trafford,ltla,2022-10-04,25_29,1,8,63.9
E08000009,Trafford,ltla,2022-10-04,30_34,3,10,69.5
E08000009,Trafford,ltla,2022-10-04,35_39,3,8,46.5
E08000009,Trafford,ltla,2022-10-04,40_44,3,10,58.1
E08000009,Trafford,ltla,2022-10-04,45_49,2,20,117.1
E08000009,Trafford,ltla,2022-10-04,50_54,4,15,88.7
E08000009,Trafford,ltla,2022-10-04,55_59,3,22,136.2
E08000009,Trafford,ltla,2022-10-04,60+,7,61,112
E08000009,Trafford,ltla,2022-10-04,60_64,1,15,115.3
E08000009,Trafford,ltla,2022-10-04,65_69,0,12,111
E08000009,Trafford,ltla,2022-10-04,70_74,0,7,65.6
E08000009,Trafford,ltla,2022-10-04,75_79,1,12,154.4
E08000009,Trafford,ltla,2022-10-04,80_84,0,4,66.7
E08000009,Trafford,ltla,2022-10-04,85_89,2,4,105.7
E08000009,Trafford,ltla,2022-10-04,90+,3,7,291.2
E08000009,Trafford,ltla,2022-10-04,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-10-03,00_04,0,0,0
E08000009,Trafford,ltla,2022-10-03,00_59,20,110,60.1
E08000009,Trafford,ltla,2022-10-03,05_09,0,0,0
E08000009,Trafford,ltla,2022-10-03,10_14,0,3,17.7
E08000009,Trafford,ltla,2022-10-03,15_19,2,9,66
E08000009,Trafford,ltla,2022-10-03,20_24,3,5,47.6
E08000009,Trafford,ltla,2022-10-03,25_29,2,7,55.9
E08000009,Trafford,ltla,2022-10-03,30_34,1,14,97.3
E08000009,Trafford,ltla,2022-10-03,35_39,2,6,34.9
E08000009,Trafford,ltla,2022-10-03,40_44,1,9,52.3
E08000009,Trafford,ltla,2022-10-03,45_49,6,20,117.1
E08000009,Trafford,ltla,2022-10-03,50_54,3,14,82.8
E08000009,Trafford,ltla,2022-10-03,55_59,0,23,142.4
E08000009,Trafford,ltla,2022-10-03,60+,10,68,124.9
E08000009,Trafford,ltla,2022-10-03,60_64,2,17,130.6
E08000009,Trafford,ltla,2022-10-03,65_69,0,13,120.3
E08000009,Trafford,ltla,2022-10-03,70_74,3,11,103.1
E08000009,Trafford,ltla,2022-10-03,75_79,3,14,180.1
E08000009,Trafford,ltla,2022-10-03,80_84,1,5,83.3
E08000009,Trafford,ltla,2022-10-03,85_89,0,3,79.3
E08000009,Trafford,ltla,2022-10-03,90+,1,5,208
E08000009,Trafford,ltla,2022-10-03,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-10-02,00_04,0,0,0
E08000009,Trafford,ltla,2022-10-02,00_59,21,103,56.2
E08000009,Trafford,ltla,2022-10-02,05_09,0,0,0
E08000009,Trafford,ltla,2022-10-02,10_14,1,6,35.5
E08000009,Trafford,ltla,2022-10-02,15_19,2,7,51.4
E08000009,Trafford,ltla,2022-10-02,20_24,0,3,28.5
E08000009,Trafford,ltla,2022-10-02,25_29,1,5,39.9
E08000009,Trafford,ltla,2022-10-02,30_34,4,15,104.3
E08000009,Trafford,ltla,2022-10-02,35_39,1,4,23.3
E08000009,Trafford,ltla,2022-10-02,40_44,3,10,58.1
E08000009,Trafford,ltla,2022-10-02,45_49,3,16,93.7
E08000009,Trafford,ltla,2022-10-02,50_54,1,14,82.8
E08000009,Trafford,ltla,2022-10-02,55_59,5,23,142.4
E08000009,Trafford,ltla,2022-10-02,60+,11,60,110.2
E08000009,Trafford,ltla,2022-10-02,60_64,4,15,115.3
E08000009,Trafford,ltla,2022-10-02,65_69,3,14,129.5
E08000009,Trafford,ltla,2022-10-02,70_74,0,8,75
E08000009,Trafford,ltla,2022-10-02,75_79,3,11,141.5
E08000009,Trafford,ltla,2022-10-02,80_84,0,4,66.7
E08000009,Trafford,ltla,2022-10-02,85_89,1,3,79.3
E08000009,Trafford,ltla,2022-10-02,90+,0,5,208
E08000009,Trafford,ltla,2022-10-02,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-10-01,00_04,0,0,0
E08000009,Trafford,ltla,2022-10-01,00_59,11,93,50.8
E08000009,Trafford,ltla,2022-10-01,05_09,0,0,0
E08000009,Trafford,ltla,2022-10-01,10_14,0,5,29.6
E08000009,Trafford,ltla,2022-10-01,15_19,1,6,44
E08000009,Trafford,ltla,2022-10-01,20_24,0,5,47.6
E08000009,Trafford,ltla,2022-10-01,25_29,0,4,32
E08000009,Trafford,ltla,2022-10-01,30_34,1,12,83.4
E08000009,Trafford,ltla,2022-10-01,35_39,0,5,29.1
E08000009,Trafford,ltla,2022-10-01,40_44,1,8,46.5
E08000009,Trafford,ltla,2022-10-01,45_49,3,15,87.8
E08000009,Trafford,ltla,2022-10-01,50_54,1,15,88.7
E08000009,Trafford,ltla,2022-10-01,55_59,4,18,111.5
E08000009,Trafford,ltla,2022-10-01,60+,6,55,101
E08000009,Trafford,ltla,2022-10-01,60_64,3,13,99.9
E08000009,Trafford,ltla,2022-10-01,65_69,1,13,120.3
E08000009,Trafford,ltla,2022-10-01,70_74,2,8,75
E08000009,Trafford,ltla,2022-10-01,75_79,0,8,102.9
E08000009,Trafford,ltla,2022-10-01,80_84,0,5,83.3
E08000009,Trafford,ltla,2022-10-01,85_89,0,3,79.3
E08000009,Trafford,ltla,2022-10-01,90+,0,5,208
E08000009,Trafford,ltla,2022-10-01,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-09-30,00_04,0,0,0
E08000009,Trafford,ltla,2022-09-30,00_59,16,88,48.1
E08000009,Trafford,ltla,2022-09-30,05_09,0,0,0
E08000009,Trafford,ltla,2022-09-30,10_14,0,5,29.6
E08000009,Trafford,ltla,2022-09-30,15_19,2,5,36.7
E08000009,Trafford,ltla,2022-09-30,20_24,1,5,47.6
E08000009,Trafford,ltla,2022-09-30,25_29,1,6,47.9
E08000009,Trafford,ltla,2022-09-30,30_34,1,11,76.5
E08000009,Trafford,ltla,2022-09-30,35_39,1,6,34.9
E08000009,Trafford,ltla,2022-09-30,40_44,0,9,52.3
E08000009,Trafford,ltla,2022-09-30,45_49,3,12,70.2
E08000009,Trafford,ltla,2022-09-30,50_54,2,14,82.8
E08000009,Trafford,ltla,2022-09-30,55_59,5,15,92.9
E08000009,Trafford,ltla,2022-09-30,60+,6,54,99.2
E08000009,Trafford,ltla,2022-09-30,60_64,1,12,92.2
E08000009,Trafford,ltla,2022-09-30,65_69,1,13,120.3
E08000009,Trafford,ltla,2022-09-30,70_74,0,6,56.2
E08000009,Trafford,ltla,2022-09-30,75_79,3,10,128.7
E08000009,Trafford,ltla,2022-09-30,80_84,1,5,83.3
E08000009,Trafford,ltla,2022-09-30,85_89,0,3,79.3
E08000009,Trafford,ltla,2022-09-30,90+,0,5,208
E08000009,Trafford,ltla,2022-09-30,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-09-29,00_04,0,0,0
E08000009,Trafford,ltla,2022-09-29,00_59,8,87,47.5
E08000009,Trafford,ltla,2022-09-29,05_09,0,0,0
E08000009,Trafford,ltla,2022-09-29,10_14,0,6,35.5
E08000009,Trafford,ltla,2022-09-29,15_19,0,3,22
E08000009,Trafford,ltla,2022-09-29,20_24,0,6,57.1
E08000009,Trafford,ltla,2022-09-29,25_29,1,7,55.9
E08000009,Trafford,ltla,2022-09-29,30_34,0,11,76.5
E08000009,Trafford,ltla,2022-09-29,35_39,1,7,40.7
E08000009,Trafford,ltla,2022-09-29,40_44,0,10,58.1
E08000009,Trafford,ltla,2022-09-29,45_49,1,11,64.4
E08000009,Trafford,ltla,2022-09-29,50_54,1,14,82.8
E08000009,Trafford,ltla,2022-09-29,55_59,4,12,74.3
E08000009,Trafford,ltla,2022-09-29,60+,11,54,99.2
E08000009,Trafford,ltla,2022-09-29,60_64,2,11,84.5
E08000009,Trafford,ltla,2022-09-29,65_69,3,12,111
E08000009,Trafford,ltla,2022-09-29,70_74,1,7,65.6
E08000009,Trafford,ltla,2022-09-29,75_79,2,8,102.9
E08000009,Trafford,ltla,2022-09-29,80_84,0,6,100
E08000009,Trafford,ltla,2022-09-29,85_89,1,5,132.2
E08000009,Trafford,ltla,2022-09-29,90+,2,5,208
E08000009,Trafford,ltla,2022-09-29,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-09-28,00_04,0,1,7.1
E08000009,Trafford,ltla,2022-09-28,00_59,13,87,47.5
E08000009,Trafford,ltla,2022-09-28,05_09,0,0,0
E08000009,Trafford,ltla,2022-09-28,10_14,1,6,35.5
E08000009,Trafford,ltla,2022-09-28,15_19,1,3,22
E08000009,Trafford,ltla,2022-09-28,20_24,1,6,57.1
E08000009,Trafford,ltla,2022-09-28,25_29,2,6,47.9
E08000009,Trafford,ltla,2022-09-28,30_34,0,13,90.4
E08000009,Trafford,ltla,2022-09-28,35_39,0,6,34.9
E08000009,Trafford,ltla,2022-09-28,40_44,2,11,63.9
E08000009,Trafford,ltla,2022-09-28,45_49,2,10,58.5
E08000009,Trafford,ltla,2022-09-28,50_54,3,15,88.7
E08000009,Trafford,ltla,2022-09-28,55_59,1,10,61.9
E08000009,Trafford,ltla,2022-09-28,60+,10,51,93.7
E08000009,Trafford,ltla,2022-09-28,60_64,2,12,92.2
E08000009,Trafford,ltla,2022-09-28,65_69,4,11,101.8
E08000009,Trafford,ltla,2022-09-28,70_74,1,8,75
E08000009,Trafford,ltla,2022-09-28,75_79,0,6,77.2
E08000009,Trafford,ltla,2022-09-28,80_84,2,6,100
E08000009,Trafford,ltla,2022-09-28,85_89,0,4,105.7
E08000009,Trafford,ltla,2022-09-28,90+,1,4,166.4
E08000009,Trafford,ltla,2022-09-28,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-09-27,00_04,0,1,7.1
E08000009,Trafford,ltla,2022-09-27,00_59,21,83,45.3
E08000009,Trafford,ltla,2022-09-27,05_09,0,0,0
E08000009,Trafford,ltla,2022-09-27,10_14,1,5,29.6
E08000009,Trafford,ltla,2022-09-27,15_19,1,2,14.7
E08000009,Trafford,ltla,2022-09-27,20_24,0,5,47.6
E08000009,Trafford,ltla,2022-09-27,25_29,0,6,47.9
E08000009,Trafford,ltla,2022-09-27,30_34,7,14,97.3
E08000009,Trafford,ltla,2022-09-27,35_39,1,7,40.7
E08000009,Trafford,ltla,2022-09-27,40_44,2,10,58.1
E08000009,Trafford,ltla,2022-09-27,45_49,2,9,52.7
E08000009,Trafford,ltla,2022-09-27,50_54,3,14,82.8
E08000009,Trafford,ltla,2022-09-27,55_59,4,10,61.9
E08000009,Trafford,ltla,2022-09-27,60+,14,44,80.8
E08000009,Trafford,ltla,2022-09-27,60_64,3,10,76.8
E08000009,Trafford,ltla,2022-09-27,65_69,1,9,83.3
E08000009,Trafford,ltla,2022-09-27,70_74,4,7,65.6
E08000009,Trafford,ltla,2022-09-27,75_79,3,6,77.2
E08000009,Trafford,ltla,2022-09-27,80_84,1,4,66.7
E08000009,Trafford,ltla,2022-09-27,85_89,1,5,132.2
E08000009,Trafford,ltla,2022-09-27,90+,1,3,124.8
E08000009,Trafford,ltla,2022-09-27,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-09-26,00_04,0,1,7.1
E08000009,Trafford,ltla,2022-09-26,00_59,13,77,42
E08000009,Trafford,ltla,2022-09-26,05_09,0,2,12.1
E08000009,Trafford,ltla,2022-09-26,10_14,3,4,23.6
E08000009,Trafford,ltla,2022-09-26,15_19,0,1,7.3
E08000009,Trafford,ltla,2022-09-26,20_24,1,5,47.6
E08000009,Trafford,ltla,2022-09-26,25_29,0,7,55.9
E08000009,Trafford,ltla,2022-09-26,30_34,2,8,55.6
E08000009,Trafford,ltla,2022-09-26,35_39,0,6,34.9
E08000009,Trafford,ltla,2022-09-26,40_44,2,13,75.6
E08000009,Trafford,ltla,2022-09-26,45_49,2,10,58.5
E08000009,Trafford,ltla,2022-09-26,50_54,3,14,82.8
E08000009,Trafford,ltla,2022-09-26,55_59,0,6,37.2
E08000009,Trafford,ltla,2022-09-26,60+,2,38,69.8
E08000009,Trafford,ltla,2022-09-26,60_64,0,8,61.5
E08000009,Trafford,ltla,2022-09-26,65_69,1,9,83.3
E08000009,Trafford,ltla,2022-09-26,70_74,0,6,56.2
E08000009,Trafford,ltla,2022-09-26,75_79,0,5,64.3
E08000009,Trafford,ltla,2022-09-26,80_84,0,3,50
E08000009,Trafford,ltla,2022-09-26,85_89,0,5,132.2
E08000009,Trafford,ltla,2022-09-26,90+,1,2,83.2
E08000009,Trafford,ltla,2022-09-26,unassigned,0,0,NA
E08000009,Trafford,ltla,2022-09-25,00_04,0,1,7.1
E08000009,Trafford,ltla,2022-09-25,00_59,11,77,42
E08000009,Trafford,ltla,2022-09-25,05_09,0,2,12.1
E08000009,Trafford,ltla,2022-09-25,10_14,0,2,11.8
E08000009,Trafford,ltla,2022-09-25,15_19,1,4,29.3
E08000009,Trafford,ltla,2022-09-25,20_24,2,4,38
E08000009,Trafford,ltla,2022-09-25,25_29,0,7,55.9
E08000009,Trafford,ltla,2022-09-25,30_34,1,6,41.7
E08000009,Trafford,ltla,2022-09-25,35_39,2,7,40.7
E08000009,Trafford,ltla,2022-09-25,40_44,1,13,75.6
E08000009,Trafford,ltla,2022-09-25,45_49,2,11,64.4
E08000009,Trafford,ltla,2022-09-25,50_54,2,13,76.9
E08000009,Trafford,ltla,2022-09-25,55_59,0,7,43.3
E08000009,Trafford,ltla,2022-09-25,60+,6,38,69.8
E08000009,Trafford,ltla,2022-09-25,60_64,2,8,61.5
E08000009,Trafford,ltla,2022-09-25,65_69,2,10,92.5
E08000009,Trafford,ltla,2022-09-25,70_74,0,6,56.2
